bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
Aatrox,Lillia,Syndra,Ezreal,Rell,Jayce,Gragas,Azir,Tristana,Alistar,1
Lucian,Udyr,Ekko,Samira,Leona,Gnar,Lillia,Azir,Aphelios,Thresh,0
Camille,Dr. Mundo,Viktor,Kai'Sa,Seraphine,Aatrox,Udyr,Orianna,Xayah,Gragas,1
Cassiopeia,Taliyah,Renekton,Jinx,Alistar,Sion,Lillia,Syndra,Tristana,Rell,0
Aatrox,Olaf,Syndra,Samira,Rell,Irelia,Lillia,Orianna,Vayne,Gragas,0
Jayce,Olaf,Twisted Fate,Kai'Sa,Alistar,Wukong,Udyr,Viktor,Xayah,Rakan,0
Camille,Olaf,Viktor,Xayah,Rell,Renekton,Lillia,Tristana,Kai'Sa,Alistar,0
Gangplank,Skarner,Orianna,Varus,Thresh,Sion,Hecarim,Zoe,Kalista,Nautilus,0
Gnar,Nocturne,Syndra,Kai'Sa,Alistar,Karma,Hecarim,Orianna,Caitlyn,Galio,0
Renekton,Lillia,Ryze,Varus,Rell,Volibear,Ekko,Zoe,Caitlyn,Thresh,0
Gangplank,Graves,Seraphine,Caitlyn,Thresh,Malphite,Lillia,Renekton,Kai'Sa,Blitzcrank,1
Shen,Lillia,Lucian,Tristana,Thresh,Camille,Jarvan IV,Galio,Twitch,Pyke,0
Cho'Gath,Skarner,Azir,Aphelios,Thresh,Sion,Gragas,Cassiopeia,Xayah,Rakan,0
Wukong,Kayn,Azir,Jhin,Thresh,Aatrox,Rek'Sai,LeBlanc,Caitlyn,Lux,1
Gnar,Lillia,Rumble,Senna,Sett,Ornn,Hecarim,Syndra,Jinx,Karma,0
Gnar,Olaf,Akali,Ezreal,Karma,Wukong,Nidalee,Orianna,Senna,Sett,0
Renekton,Skarner,Ryze,Varus,Pyke,Sion,Trundle,Cassiopeia,Jinx,Thresh,0
Aatrox,Lillia,Azir,Caitlyn,Bard,Gnar,Nidalee,Jayce,Varus,Lux,0
Gnar,Lillia,Orianna,Senna,Tahm Kench,Gangplank,Udyr,Ryze,Sivir,Karma,0
Jayce,Olaf,Azir,Seraphine,Rell,Malphite,Lillia,Qiyana,Senna,Karma,0
Renekton,Nidalee,Orianna,Vayne,Rell,Shen,Hecarim,Corki,Kai'Sa,Alistar,0
Gnar,Nidalee,Ryze,Varus,Seraphine,Camille,Gragas,Orianna,Yasuo,Rell,0
Camille,Olaf,Syndra,Ashe,Thresh,Gragas,Lillia,Lucian,Ezreal,Nautilus,1
Gnar,Udyr,Syndra,Kai'Sa,Galio,Volibear,Olaf,Ryze,Kalista,Leona,0
Volibear,Udyr,Viktor,Kai'Sa,Nautilus,Renekton,Lillia,Ryze,Tristana,Leona,0
Gnar,Lillia,Yone,Caitlyn,Morgana,Gragas,Graves,Azir,Jhin,Rell,1
Gnar,Lillia,Orianna,Xayah,Rakan,Gangplank,Skarner,Zoe,Kai'Sa,Rell,1
Sylas,Ivern,Lucian,Kai'Sa,Thresh,Gnar,Lillia,Syndra,Xayah,Rell,1
Sion,Lillia,Viktor,Caitlyn,Thresh,Gnar,Hecarim,Ryze,Jhin,Rell,1
Ornn,Olaf,Annie,Jhin,Thresh,Gragas,Lillia,Galio,Draven,Blitzcrank,1
Ornn,Olaf,Annie,Jhin,Thresh,Gragas,Lillia,Galio,Draven,Blitzcrank,1
Gnar,Udyr,Azir,Tristana,Thresh,Gragas,Dr. Mundo,Ekko,Kai'Sa,Nautilus,1
Renekton,Nidalee,Jayce,Ziggs,Rakan,Volibear,Hecarim,Azir,Senna,Nautilus,1
Renekton,Skarner,Syndra,Kai'Sa,Rell,Gangplank,Nidalee,Zoe,Kalista,Alistar,0
Aatrox,Nidalee,Azir,Aphelios,Leona,Gragas,Jarvan IV,Viktor,Senna,Sion,0
Sion,Graves,Azir,Jhin,Rell,Renekton,Taliyah,Viktor,Caitlyn,Morgana,0
Renekton,Udyr,Cassiopeia,Ashe,Rell,Gnar,Graves,Ryze,Kalista,Nautilus,1
Aatrox,Udyr,Azir,Senna,Tahm Kench,Renekton,Lillia,Corki,Tristana,Bard,1
Gnar,Udyr,Ryze,Xayah,Leona,Renekton,Olaf,Seraphine,Ashe,Shen,0
Sion,Udyr,Orianna,Kai'Sa,Leona,Gnar,Jarvan IV,Rumble,Aphelios,Thresh,1
Kled,Kindred,Twisted Fate,Senna,Sion,Gnar,Lillia,Zoe,Varus,Gragas,1
Gnar,Olaf,Twisted Fate,Kai'Sa,Thresh,Gangplank,Nidalee,Tristana,Xayah,Rell,1
Gragas,Olaf,Orianna,Xayah,Alistar,Gnar,Jarvan IV,Syndra,Sivir,Galio,1
Jayce,Udyr,Seraphine,Kai'Sa,Alistar,Ornn,Olaf,Viktor,Senna,Tahm Kench,0
Gnar,Graves,Azir,Jhin,Alistar,Jayce,Skarner,Corki,Caitlyn,Thresh,1
Camille,Taliyah,Brand,Lucian,Rakan,Jax,Lillia,Yasuo,Xayah,Gragas,1
Karma,Graves,Yone,Seraphine,Alistar,Gnar,Olaf,Viktor,Senna,Maokai,0
Gangplank,Udyr,Seraphine,Tristana,Leona,Jayce,Hecarim,Orianna,Ezreal,Alistar,1
Camille,Udyr,Viktor,Ezreal,Rakan,Jax,Hecarim,Azir,Jinx,Braum,0
Ryze,Lillia,Sett,Senna,Tahm Kench,Aatrox,Olaf,Zoe,Varus,Rell,0
Sion,Udyr,Syndra,Tristana,Alistar,Aatrox,Jarvan IV,Viktor,Sivir,Rell,0
Gnar,Nidalee,Viktor,Kai'Sa,Rakan,Jayce,Udyr,Zoe,Xayah,Alistar,1
Renekton,Skarner,Orianna,Ezreal,Alistar,Darius,Udyr,Corki,Tristana,Rell,1
Pantheon,Hecarim,Viktor,Aphelios,Galio,Aatrox,Lillia,Orianna,Tristana,Leona,0
Lucian,Lillia,Sett,Samira,Rell,Gnar,Hecarim,Orianna,Aphelios,Thresh,1
Sion,Lillia,Lucian,Kai'Sa,Alistar,Camille,Taliyah,Renekton,Tristana,Rell,0
Wukong,Dr. Mundo,Seraphine,Kai'Sa,Blitzcrank,Gragas,Graves,Orianna,Jinx,Thresh,1
Renekton,Ekko,Yone,Tristana,Rell,Gnar,Hecarim,Galio,Samira,Gragas,1
Irelia,Hecarim,Azir,Ezreal,Rell,Gnar,Nidalee,LeBlanc,Kai'Sa,Alistar,0
Lucian,Lillia,Azir,Tristana,Rell,Gnar,Graves,Ryze,Samira,Alistar,0
Renekton,Lillia,Viktor,Vayne,Poppy,Gnar,Hecarim,Ekko,Kai'Sa,Rell,1
Kennen,Graves,Viktor,Jinx,Thresh,Gnar,Lillia,Orianna,Kai'Sa,Rell,1
Gnar,Lillia,Renekton,Tristana,Rell,Irelia,Graves,Viktor,Samira,Alistar,0
Gnar,Karthus,Qiyana,Tristana,Alistar,Jayce,Nidalee,Yone,Samira,Rell,0
Gnar,Lillia,Orianna,Tristana,Rakan,Renekton,Nidalee,Syndra,Kai'Sa,Nautilus,0
Sion,Lillia,Azir,Kai'Sa,Rell,Gangplank,Hecarim,Cassiopeia,Tristana,Alistar,1
Gragas,Lillia,Jayce,Samira,Rell,Gnar,Nidalee,Sett,Tristana,Alistar,1
Aatrox,Olaf,Seraphine,Kai'Sa,Rell,Sion,Nidalee,Yone,Aphelios,Thresh,1
Sion,Graves,Seraphine,Kai'Sa,Pyke,Renekton,Taliyah,Azir,Jinx,Thresh,1
Renekton,Udyr,Ekko,Kalista,Rell,Volibear,Skarner,Azir,Senna,Sett,0
Aatrox,Olaf,Orianna,Tristana,Thresh,Irelia,Graves,Syndra,Xayah,Leona,0
Gnar,Lillia,Ekko,Tristana,Rell,Wukong,Kayn,Syndra,Sivir,Gragas,0
Gragas,Jarvan IV,Ryze,Ezreal,Rell,Aatrox,Skarner,Vel'Koz,Kai'Sa,Alistar,1
Gnar,Nocturne,Syndra,Jhin,Gragas,Sion,Udyr,Orianna,Xayah,Rell,0
Camille,Udyr,Qiyana,Caitlyn,Morgana,Jax,Lillia,Zed,Jhin,Rell,0
Gragas,Kayn,Yasuo,Senna,Karthus,Jayce,Lillia,Lissandra,Ezreal,Rell,0
Sion,Dr. Mundo,Azir,Kai'Sa,Thresh,Camille,Hecarim,Kassadin,Lucian,Braum,0
Aatrox,Hecarim,Ryze,Kai'Sa,Rell,Ornn,Graves,Viktor,Sivir,Gragas,0
Aatrox,Graves,Ryze,Kai'Sa,Rell,Gragas,Kha'Zix,Twisted Fate,Caitlyn,Morgana,1
Renekton,Olaf,Orianna,Xayah,Rell,Gragas,Udyr,Azir,Kai'Sa,Seraphine,1
Gragas,Skarner,Kassadin,Jhin,Alistar,Gnar,Lillia,Azir,Kai'Sa,Braum,0
Malphite,Nocturne,Azir,Jhin,Gragas,Gnar,Jarvan IV,Ekko,Xayah,Rell,1
Aatrox,Nidalee,Neeko,Ezreal,Leona,Renekton,Lillia,Yone,Sivir,Braum,0
Renekton,Nidalee,Zoe,Caitlyn,Karma,Gangplank,Olaf,Ryze,Varus,Leona,0
Renekton,Lillia,Lucian,Varus,Gragas,Gnar,Udyr,Orianna,Jhin,Nautilus,1
Jayce,Lillia,Syndra,Ezreal,Alistar,Urgot,Nidalee,Ekko,Tristana,Rell,0
Malphite,Dr. Mundo,Ryze,Kai'Sa,Nautilus,Sylas,Lillia,Yone,Aphelios,Thresh,1
Gnar,Nocturne,Orianna,Vayne,Gragas,Camille,Udyr,Azir,Xayah,Rell,0
Olaf,Udyr,Orianna,Kai'Sa,Alistar,Jax,Lillia,Lucian,Xayah,Rell,0
Malphite,Gragas,Lucian,Caitlyn,Morgana,Yone,Jarvan IV,Diana,Senna,Rell,0
Sett,Udyr,Azir,Jinx,Alistar,Cho'Gath,Olaf,Ryze,Kai'Sa,Rell,0
Gnar,Olaf,Azir,Jhin,Alistar,Malphite,Lillia,Irelia,Jinx,Nautilus,1
Shen,Udyr,Twisted Fate,Sivir,Zilean,Gnar,Hecarim,Galio,Ezreal,Leona,0
Gnar,Hecarim,Corki,Kai'Sa,Galio,Irelia,Dr. Mundo,Orianna,Draven,Leona,0
Gnar,Nidalee,Corki,Ezreal,Rell,Renekton,Lillia,Azir,Kai'Sa,Alistar,0
Sion,Udyr,Viktor,Kai'Sa,Rell,Gangplank,Skarner,Cassiopeia,Senna,Poppy,1
Gnar,Olaf,Ekko,Ezreal,Karma,Renekton,Nidalee,Azir,Senna,Nautilus,0
Ryze,Lee Sin,Poppy,Xayah,Thresh,Malphite,Nidalee,Qiyana,Kalista,Alistar,0
Gnar,Graves,Azir,Xayah,Seraphine,Gragas,Hecarim,Vel'Koz,Kai'Sa,Leona,0
Sion,Udyr,Orianna,Tristana,Braum,Aatrox,Olaf,Viktor,Vayne,Leona,0
Aatrox,Graves,Ekko,Vayne,Braum,Urgot,Kayn,Twisted Fate,Sivir,Zyra,0
Yone,Garen,Corki,Kai'Sa,Galio,Sion,Olaf,Syndra,Ashe,Karma,0
Sion,Jarvan IV,Orianna,Kai'Sa,Thresh,Ornn,Skarner,Syndra,Xayah,Rell,1
Sion,Hecarim,Cassiopeia,Kai'Sa,Rell,Gragas,Lillia,Brand,Lucian,Alistar,1
Camille,Olaf,Twisted Fate,Tristana,Nautilus,Shen,Jarvan IV,Ekko,Ezreal,Thresh,0
Gnar,Hecarim,Ryze,Xayah,Xerath,Rumble,Olaf,Twisted Fate,Senna,Tahm Kench,1
Gnar,Udyr,Cassiopeia,Senna,Tahm Kench,Camille,Jarvan IV,Ryze,Seraphine,Rell,0
Gangplank,Lee Sin,Azir,Ezreal,Gragas,Renekton,Evelynn,Vel'Koz,Jhin,Rell,0
Gnar,Hecarim,Syndra,Miss Fortune,Rell,Cho'Gath,Lillia,Lucian,Aphelios,Thresh,0
Camille,Shyvana,Nocturne,Ashe,Sett,Gragas,Graves,Syndra,Tristana,Rell,0
Kled,Lillia,Lucian,Ezreal,Alistar,Fiora,Nidalee,Tristana,Kai'Sa,Rell,1
Volibear,Nidalee,Azir,Senna,Tahm Kench,Gangplank,Lillia,Yone,Aphelios,Thresh,0
Gangplank,Udyr,Orianna,Ezreal,Rakan,Gragas,Jarvan IV,Viktor,Vayne,Maokai,0
Cho'Gath,Hecarim,Azir,Tristana,Rell,Gnar,Elise,Sett,Jinx,Alistar,1
Gragas,Nidalee,Lucian,Aphelios,Alistar,Gnar,Olaf,Twisted Fate,Jhin,Rell,0
Jax,Udyr,Corki,Sivir,Alistar,Camille,Skarner,Ryze,Tristana,Rakan,1
Gragas,Lillia,Lucian,Kai'Sa,Alistar,Kennen,Olaf,Syndra,Tristana,Nautilus,0
Ornn,Nidalee,Syndra,Sivir,Alistar,Sion,Graves,Azir,Tristana,Rell,0
Gragas,Jarvan IV,Azir,Caitlyn,Thresh,Camille,Nidalee,Zoe,Jinx,Nautilus,0
Wukong,Dr. Mundo,Seraphine,Samira,Rell,Gnar,Udyr,Zoe,Xayah,Alistar,0
Camille,Jarvan IV,Zoe,Sivir,Rell,Lulu,Graves,Syndra,Xayah,Rakan,1
Sion,Udyr,Azir,Xayah,Rakan,Cassiopeia,Olaf,Syndra,Kai'Sa,Alistar,0
Gnar,Udyr,Ekko,Xayah,Galio,Aatrox,Dr. Mundo,Azir,Tristana,Rakan,0
Camille,Jarvan IV,Galio,Jinx,Rell,Sion,Hecarim,Viktor,Kai'Sa,Alistar,1
Sylas,Nidalee,Renekton,Xayah,Alistar,Ornn,Hecarim,Azir,Kai'Sa,Gragas,0
Aatrox,Dr. Mundo,Orianna,Tristana,Rell,Renekton,Udyr,Seraphine,Kai'Sa,Alistar,1
Gnar,Hecarim,Viktor,Kai'Sa,Galio,Jayce,Lillia,Orianna,Tristana,Alistar,0
Gragas,Lillia,Lucian,Jinx,Thresh,Jayce,Kindred,Galio,Kai'Sa,Rell,0
Gragas,Hecarim,Azir,Aphelios,Rell,Sion,Olaf,Lillia,Kai'Sa,Janna,1
Sion,Udyr,Azir,Aphelios,Thresh,Jayce,Lillia,Syndra,Xayah,Nautilus,0
Renekton,Udyr,Orianna,Kalista,Rell,Gnar,Olaf,Viktor,Kai'Sa,Gragas,1
Camille,Hecarim,Orianna,Kalista,Nautilus,Gnar,Graves,Syndra,Tristana,Galio,0
Jayce,Udyr,Sylas,Xayah,Rakan,Gnar,Hecarim,Twisted Fate,Tristana,Alistar,1
Volibear,Lillia,Azir,Xayah,Rell,Camille,Udyr,Viktor,Kai'Sa,Alistar,1
Sion,Viego,Galio,Tristana,Seraphine,Gnar,Hecarim,Ahri,Jhin,Karma,0
Camille,Lillia,Yone,Jinx,Braum,Gnar,Nidalee,Jayce,Aphelios,Thresh,0
Ornn,Olaf,Corki,Kai'Sa,Seraphine,Renekton,Nidalee,Azir,Tristana,Rell,1
Camille,Hecarim,Galio,Kalista,Rell,Renekton,Skarner,Zoe,Aphelios,Thresh,0
Gnar,Udyr,Orianna,Sivir,Alistar,Camille,Lillia,Lucian,Tristana,Rell,1
Gnar,Udyr,Syndra,Kalista,Alistar,Camille,Lillia,Galio,Tristana,Sett,1
Gnar,Taliyah,Irelia,Aphelios,Thresh,Vayne,Gragas,Galio,Kai'Sa,Pyke,1
Aatrox,Hecarim,Azir,Kalista,Rell,Renekton,Skarner,Zoe,Aphelios,Thresh,1
Sion,Nidalee,Lucian,Tristana,Alistar,Kled,Olaf,Twisted Fate,Senna,Tahm Kench,0
Camille,Udyr,Twisted Fate,Tristana,Alistar,Aatrox,Lillia,Yone,Aphelios,Sett,0
Gnar,Olaf,Azir,Kalista,Galio,Jayce,Graves,Seraphine,Tristana,Alistar,0
Irelia,Udyr,Orianna,Ezreal,Rell,Sion,Nidalee,Syndra,Vayne,Alistar,0
Camille,Trundle,Galio,Kai'Sa,Gragas,Darius,Hecarim,Nocturne,Swain,Rell,0
Gnar,Udyr,Viktor,Senna,Tahm Kench,Lucian,Olaf,Anivia,Xayah,Leona,0
Renekton,Olaf,Twisted Fate,Xayah,Thresh,Jayce,Karthus,Nocturne,Kai'Sa,Gragas,0
Gnar,Kayn,Galio,Tristana,Alistar,Camille,Lillia,Sett,Draven,Leona,0
Jayce,Olaf,Viktor,Kai'Sa,Gragas,Malphite,Udyr,Orianna,Aphelios,Thresh,0
Gnar,Hecarim,Zilean,Tristana,Seraphine,Camille,Skarner,Orianna,Jinx,Thresh,0
Renekton,Udyr,Azir,Xayah,Sett,Gragas,Graves,Twisted Fate,Kai'Sa,Seraphine,0
Wukong,Trundle,Ekko,Senna,Sett,Volibear,Olaf,Azir,Kalista,Rell,1
Renekton,Graves,Syndra,Ezreal,Seraphine,Gnar,Hecarim,Viktor,Kai'Sa,Sett,1
Aatrox,Hecarim,Seraphine,Ezreal,Leona,Gragas,Olaf,Viktor,Kalista,Thresh,1
Gragas,Graves,Syndra,Xayah,Rell,Aatrox,Olaf,Azir,Tristana,Alistar,0
Sion,Graves,Ahri,Jhin,Rell,Shen,Hecarim,Orianna,Aphelios,Thresh,0
Sett,Udyr,Ryze,Senna,Tahm Kench,Lulu,Hecarim,Corki,Vayne,Thresh,1
Gragas,Olaf,Syndra,Xayah,Rell,Sion,Lillia,Yone,Kai'Sa,Alistar,1
Wukong,Nidalee,Azir,Kalista,Nautilus,Aatrox,Kindred,Twisted Fate,Ashe,Thresh,1
Sion,Nidalee,Lucian,Jhin,Leona,Gnar,Lillia,Azir,Caitlyn,Morgana,0
Renekton,Hecarim,Orianna,Jhin,Rell,Gnar,Skarner,Azir,Tristana,Alistar,1
Gragas,Dr. Mundo,Azir,Caitlyn,Rell,Sion,Graves,Viktor,Vayne,Thresh,1
Gnar,Hecarim,Azir,Ashe,Lulu,Gangplank,Graves,Zoe,Senna,Tahm Kench,1
Malphite,Hecarim,Twisted Fate,Jinx,Thresh,Kennen,Gragas,Yasuo,Aphelios,Alistar,1
Aatrox,Udyr,Akali,Jinx,Alistar,Gnar,Kindred,Sylas,Varus,Gragas,0
Aatrox,Nidalee,Syndra,Kai'Sa,Rell,Volibear,Jarvan IV,Azir,Jinx,Lulu,0
Volibear,Skarner,Seraphine,Jinx,Alistar,Ornn,Udyr,Sylas,Kai'Sa,Rell,1
Shen,Hecarim,Viktor,Kai'Sa,Alistar,Gangplank,Gragas,Orianna,Kalista,Rell,1
Sion,Udyr,Ryze,Ezreal,Rakan,Aatrox,Hecarim,Anivia,Sivir,Rell,0
Gnar,Udyr,Viktor,Ezreal,Bard,Aatrox,Gragas,Azir,Kai'Sa,Rakan,0
Renekton,Skarner,Orianna,Xayah,Alistar,Gnar,Dr. Mundo,Ekko,Kai'Sa,Rell,1
Sion,Skarner,Orianna,Caitlyn,Maokai,Aatrox,Nidalee,Syndra,Kai'Sa,Alistar,1
Sion,Hecarim,Azir,Vayne,Rell,Camille,Lillia,Irelia,Kai'Sa,Alistar,1
Sett,Gragas,Yone,Ezreal,Alistar,Gnar,Nidalee,Tristana,Vayne,Rell,1
Ornn,Skarner,Orianna,Kai'Sa,Alistar,Sett,Lillia,Zed,Aphelios,Leona,0
Shen,Olaf,Corki,Xayah,Rell,Fiora,Dr. Mundo,Syndra,Kai'Sa,Gragas,1
Renekton,Lillia,Lucian,Xayah,Rakan,Kled,Kayn,Viktor,Tristana,Rell,0
Sion,Dr. Mundo,Azir,Xayah,Thresh,Cho'Gath,Hecarim,Ekko,Kai'Sa,Seraphine,0
Renekton,Hecarim,Syndra,Tristana,Alistar,Sion,Lillia,Lucian,Kalista,Nautilus,1
Gnar,Graves,Azir,Aphelios,Thresh,Wukong,Hecarim,Viktor,Kai'Sa,Rell,0
Gnar,Udyr,Viktor,Senna,Tahm Kench,Wukong,Lillia,Lucian,Xayah,Rell,1
Sion,Lillia,Lucian,Varus,Gragas,Nasus,Udyr,Pantheon,Jinx,Thresh,0
Sion,Lillia,Orianna,Vayne,Alistar,Gnar,Udyr,Syndra,Kai'Sa,Nautilus,0
Gnar,Dr. Mundo,Azir,Tristana,Alistar,Sylas,Hecarim,Corki,Jinx,Galio,1
Camille,Lillia,Galio,Xayah,Gragas,Gnar,Udyr,Twisted Fate,Kai'Sa,Leona,0
Ornn,Lillia,Lucian,Kai'Sa,Rakan,Gragas,Udyr,Orianna,Vayne,Alistar,0
Gnar,Volibear,Corki,Jinx,Rell,Malphite,Hecarim,Azir,Aphelios,Thresh,1
Gragas,Skarner,Lucian,Kalista,Rakan,Gangplank,Hecarim,Seraphine,Senna,Tahm Kench,0
Renekton,Lillia,Azir,Kalista,Rell,Gragas,Udyr,Syndra,Tristana,Janna,0
Gnar,Udyr,Galio,Ezreal,Rell,Renekton,Olaf,Corki,Xayah,Alistar,1
Camille,Lillia,Twisted Fate,Samira,Rakan,Jayce,Udyr,Seraphine,Aphelios,Alistar,0
Camille,Udyr,Azir,Xayah,Leona,Ornn,Lillia,Viktor,Tristana,Gragas,0
Camille,Udyr,Sion,Aphelios,Nautilus,Gragas,Hecarim,Zoe,Senna,Tahm Kench,1
Gragas,Hecarim,Ziggs,Tristana,Rell,Sion,Nunu & Willump,Azir,Jinx,Thresh,0
Gragas,Lillia,Irelia,Kai'Sa,Alistar,Jayce,Udyr,Orianna,Tristana,Nautilus,0
Gangplank,Olaf,Viktor,Tristana,Nautilus,Rumble,Udyr,Azir,Ezreal,Alistar,0
Neeko,Udyr,Sivir,Samira,Rell,Wukong,Hecarim,Seraphine,Aphelios,Thresh,1
Gnar,Kindred,Seraphine,Tristana,Alistar,Renekton,Karthus,Orianna,Vayne,Gragas,1
Gnar,Udyr,Twisted Fate,Kai'Sa,Rell,Jayce,Hecarim,Zoe,Xayah,Rakan,1
Aatrox,Lillia,Zoe,Aphelios,Thresh,Vladimir,Udyr,Sion,Jinx,Rell,0
Gangplank,Lillia,Irelia,Tristana,Alistar,Gnar,Udyr,Malphite,Xayah,Thresh,1
Ornn,Udyr,Azir,Tristana,Leona,Gragas,Graves,Twisted Fate,Kai'Sa,Rell,1
Aatrox,Nidalee,Lucian,Kai'Sa,Nautilus,Sion,Kindred,Cassiopeia,Tristana,Galio,1
Jayce,Lillia,Azir,Samira,Alistar,Irelia,Karthus,Nocturne,Tristana,Galio,1
Malphite,Nidalee,Qiyana,Xayah,Alistar,Gnar,Lillia,Sylas,Tristana,Rell,0
Camille,Udyr,Orianna,Kai'Sa,Alistar,Aatrox,Trundle,Syndra,Xayah,Rell,0
Irelia,Nidalee,Syndra,Xayah,Rell,Gragas,Graves,Azir,Tristana,Alistar,1
Camille,Hecarim,Twisted Fate,Kai'Sa,Rell,Gnar,Gragas,Yone,Jinx,Thresh,0
Sion,Hecarim,Rumble,Lucian,Rell,Aatrox,Karthus,Orianna,Tristana,Gragas,1
Jayce,Nidalee,Aatrox,Kai'Sa,Leona,Gnar,Taliyah,Sett,Tristana,Galio,1
Gragas,Udyr,Orianna,Ezreal,Alistar,Camille,Olaf,Zoe,Tristana,Galio,1
Ornn,Olaf,Seraphine,Xayah,Rell,Sion,Udyr,Twisted Fate,Kai'Sa,Alistar,0
Gangplank,Lillia,Azir,Jinx,Leona,Gnar,Udyr,Zoe,Senna,Sett,1
Renekton,Hecarim,Orianna,Kai'Sa,Rell,Volibear,Olaf,Sylas,Ezreal,Gragas,1
Camille,Lillia,Orianna,Jinx,Nautilus,Renekton,Olaf,Syndra,Xayah,Galio,0
Gragas,Hecarim,Orianna,Aphelios,Thresh,Renekton,Lillia,Viktor,Kai'Sa,Sett,1
Malphite,Hecarim,Zoe,Kai'Sa,Nautilus,Darius,Graves,Veigar,Vayne,Lulu,0
Tristana,Hecarim,Viktor,Xayah,Gragas,Gnar,Olaf,Azir,Kalista,Rell,0
Aatrox,Skarner,Zoe,Caitlyn,Karma,Gragas,Graves,Lucian,Seraphine,Nautilus,0
Mordekaiser,Olaf,Yone,Kai'Sa,Alistar,Darius,Graves,Orianna,Xayah,Rell,1
Sion,Olaf,Neeko,Aphelios,Thresh,Aatrox,Udyr,Syndra,Kai'Sa,Alistar,0
Gragas,Lee Sin,Orianna,Jhin,Janna,Gnar,Zac,Yasuo,Caitlyn,Galio,1
Jayce,Udyr,Seraphine,Aphelios,Thresh,Gragas,Hecarim,Azir,Xayah,Rakan,0
Jax,Nidalee,Syndra,Tristana,Rell,Renekton,Dr. Mundo,Orianna,Aphelios,Thresh,0
Renekton,Lillia,Ryze,Tristana,Leona,Gnar,Hecarim,Zoe,Kai'Sa,Rell,1
Wukong,Lillia,Yone,Kalista,Rell,Aatrox,Rek'Sai,Ryze,Senna,Tahm Kench,0
Sion,Lillia,Lucian,Tristana,Nautilus,Wukong,Nidalee,Twisted Fate,Draven,Thresh,1
Irelia,Skarner,Veigar,Kai'Sa,Leona,Sion,Lillia,Zoe,Jhin,Alistar,0
Camille,Nidalee,Azir,Tristana,Rakan,Gnar,Hecarim,Seraphine,Kai'Sa,Thresh,1
Gnar,Olaf,Orianna,Jhin,Rell,Renekton,Lillia,Ziggs,Kai'Sa,Alistar,1
Aatrox,Udyr,Orianna,Caitlyn,Karma,Sion,Lillia,Azir,Senna,Tahm Kench,0
Gnar,Olaf,Karma,Aphelios,Thresh,Wukong,Udyr,Orianna,Tristana,Rell,1
Nasus,Morgana,Lucian,Veigar,Gragas,Gnar,Lillia,Syndra,Kai'Sa,Rakan,1
Sion,Olaf,Syndra,Senna,Nautilus,Gnar,Lillia,Orianna,Xayah,Rell,1
Gragas,Hecarim,Syndra,Aphelios,Thresh,Ornn,Lillia,Azir,Kai'Sa,Nautilus,1
Fiora,Hecarim,Azir,Xayah,Rell,Sion,Olaf,Orianna,Kai'Sa,Alistar,0
Aatrox,Lillia,Lucian,Kai'Sa,Alistar,Shen,Hecarim,Malzahar,Tristana,Nautilus,1
Renekton,Lillia,Orianna,Xayah,Alistar,Aatrox,Hecarim,Syndra,Jhin,Rell,0
Gnar,Hecarim,Seraphine,Xayah,Leona,Cho'Gath,Olaf,Azir,Kai'Sa,Rell,0
Gragas,Graves,Syndra,Kai'Sa,Rakan,Renekton,Lillia,Yone,Senna,Tahm Kench,1
Renekton,Taliyah,Twisted Fate,Kai'Sa,Rell,Sion,Graves,Ryze,Tristana,Alistar,0
Jayce,Dr. Mundo,Seraphine,Kai'Sa,Nautilus,Gnar,Lillia,Yone,Jinx,Tahm Kench,0
Gnar,Nidalee,Jayce,Varus,Lulu,Kled,Olaf,Syndra,Miss Fortune,Karma,0
Renekton,Nidalee,Azir,Senna,Alistar,Gnar,Lillia,Lucian,Jhin,Leona,1
Karma,Hecarim,Twisted Fate,Kai'Sa,Nautilus,Sion,Lillia,Lucian,Caitlyn,Braum,0
Kennen,Jarvan IV,Yone,Jinx,Thresh,Gnar,Olaf,Orianna,Lucian,Braum,1
Gragas,Olaf,Seraphine,Aphelios,Rell,Sion,Nidalee,Tristana,Kai'Sa,Alistar,1
Jax,Lillia,Tristana,Lucian,Thresh,Kayn,Camille,Syndra,Jinx,Lulu,0
Aatrox,Udyr,Orianna,Kalista,Thresh,Sion,Lillia,Ahri,Jhin,Nautilus,0
Tristana,Lillia,Azir,Senna,Tahm Kench,Gnar,Taliyah,Irelia,Aphelios,Alistar,0
Aatrox,Udyr,Syndra,Kai'Sa,Nautilus,Gragas,Lillia,Lucian,Senna,Tahm Kench,0
Gangplank,Hecarim,Seraphine,Xayah,Rakan,Gnar,Skarner,Azir,Varus,Nautilus,0
Aatrox,Dr. Mundo,Ahri,Ezreal,Karma,Gnar,Jarvan IV,Kassadin,Tristana,Rell,1
Gnar,Lillia,Azir,Kalista,Thresh,Jayce,Olaf,Seraphine,Tristana,Alistar,1
Sion,Lee Sin,Azir,Jinx,Thresh,Cho'Gath,Olaf,Corki,Kai'Sa,Maokai,0
Gangplank,Gragas,Azir,Caitlyn,Thresh,Gnar,Skarner,Orianna,Tristana,Rell,1
